source_paper_id,source_s2_paperId,target_s2_paperId
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,dc70b180329a6ffead5e48093fb5a551955047c4
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,66c10bf1f11bc1b2d92204d8f8391d087f6de1c4
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,f987bf3b41ab98e1c755973c89f783ef445ab31a
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,82453548b97f78ab2cdb9a8626ff858db9ce5a82
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,90abbc2cf38462b954ae1b772fac9532e2ccd8b0
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,f527bcef68aeda601aae314fe5c75185c716e579
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,5a96a270cbc73e3b448c2404ff31670c21da7b49
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,c6c734e16f66fbfcefac7625cc64599e83292c1e
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,edf0e82af46b5f35cfc9e65fb1e54f621ee9a574
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,6c4b76232bb72897685d19b3d264c6ee3005bc2b
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,12ae4d4428963d98346e8b16d76c8e165e33a094
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,7191680b572ee7145f1a9d95ff11ab1ff44259f3
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,204e3073870fae3d05bcbc2f6a8e263d9b72e776
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,4211bff1388da30a3b7dfd35d6aef2032900ca5c
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,1c61f9ef06fe74505775a833ff849185757199e7
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,5b6fdb2aea424d02c141da81d62b04d739d62b96
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,cd2a40bae07fd9a2de26f73934aefe0a2cebca14
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,5d4a6ce39cfe7bfc6305cba86464efff8bc20c97
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,3106d0a997b9529453f0220070b8acec891d1882
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,6a98d27ad39e38cb7803d00f2766c2f4b7abf156
4,f74953e56342a8bdd0a13b5341e2d5a97a98e297,df2b0e26d0599ce3e70df8a9da02e51594e0e992
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,8cab7b4a5a7abfa38438f53a3ddef98e3916d21c
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,1ed748737c94b09030b6b495bf4aef0456435a16
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,ea12a23349cbd69b64d6988dc97896b28c629e7a
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,53efd87274f32a7046c3a381a4a57d42e72dae82
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,6333697c48d67d4269b928309aff5fd09e321d86
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,33e3edc7516783cb3f1b1769776de1c935678715
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,8304fabf7be037af239f8ba868d49906f941ff95
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,34c57a722bfec32b854e7208524657e329ddd27c
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,5679d73c1ff54a2841a5649caf474d04b165cb96
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,fd30c51c14d117074c54703d1de413bfe6efd6e0
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,c847fd0efd9291845e7387220f0ee196ab96ed72
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,52c7a276eebbfd64fcafcd69b397ea16440ca98a
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,112eb0d25bf07aa4d4a8f0bfd829fcd8643bc0ec
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,b73bfafdf85c6d02627cf1e8fa8b85f35577677c
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,890cbea70ee1cd094c727b1d8ada5129f7a3ffd8
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,3891db6b0adc2de204d89dceced1a739674340d6
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,a0d41bf957163af4bd6d0756a50ba9dc5e2d8591
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,df6fb786a07595ad8ae6e4e450189feb76d97710
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,b1b462b9e35b783003ec48dd9b13362e583caf48
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,5c525592670cf7d62275d7871ae1b2aafca544b2
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,3816f9d832d67652ca218e49294633896fc64acd
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,d8404b207f7cc6667c61c76e25984216c4c456fd
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,fdaa21fce5ee5aadf1bb8c55d5f7c3155b905846
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,e06b703146c46a6455fd0c33077de1bea5fdd877
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,998d03198aa924791dea4ba2b8f44b0c9beb7b7a
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,7470a1702c8c86e6f28d32cfa315381150102f5b
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,eaf8c94d8579be7c356ae161250c59f452d9b557
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,a2394691f68a1eda41f306041e7344c85bd638e9
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,b94ee2606d831f4abf9e79d77afe567f816a8e7b
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,6351ebb4a3287f5f3e1273464b3b91e5df5a16d7
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,65c7ebdbc363e1fe55b35a61dba0587f8c8dcf0b
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,a93632237958800217341d7bad847200afdd60e3
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,093253653cd0b55970c390d77b75137c4095dc29
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,bb8abbdb79bfc2400ad0bed8219e2e4a6c124fc4
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,268d347e8a55b5eb82fb5e7d2f800e33c75ab18a
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,0c0dfe47afcec2e229015f3c8f213d4c88e86b28
5,cafb176e6aeae2c9c0aeca84c559fbd07eefd29d,a171d2ea7a98fd6b79ce79ede3d2810e22f89bba
