source_paper_id,target_paper_id
1,4525.0
1,4526.0
1,4527.0
1,4528.0
1,4529.0
1,4530.0
1,4531.0
1,4532.0
1,4533.0
1,4534.0
1,4535.0
1,4536.0
1,4537.0
1,4538.0
1,4539.0
1,4540.0
1,4541.0
1,4542.0
1,4543.0
1,4544.0
1,4545.0
1,4546.0
1,4547.0
1,4548.0
1,4549.0
1,4550.0
1,4551.0
1,4552.0
1,4553.0
1,4554.0
1,4555.0
1,4556.0
2,4557.0
2,4558.0
2,4559.0
2,4560.0
2,4561.0
2,4562.0
2,4563.0
2,4564.0
2,1996.0
2,4565.0
2,4566.0
2,4567.0
2,4568.0
2,4569.0
2,4570.0
2,4571.0
2,4572.0
2,4573.0
2,4574.0
2,4575.0
2,4576.0
2,4577.0
2,4578.0
2,4579.0
2,4580.0
2,4581.0
2,4582.0
2,4583.0
2,4584.0
2,4585.0
2,4586.0
2,4587.0
2,4588.0
2,4589.0
2,4590.0
2,4591.0
2,4592.0
2,4593.0
2,4594.0
3,4595.0
3,4596.0
3,4597.0
3,4598.0
3,4599.0
3,4600.0
3,4601.0
3,4602.0
3,4603.0
3,4604.0
3,4605.0
3,4606.0
3,4607.0
3,4608.0
3,4609.0
3,4610.0
3,4611.0
3,4612.0
3,4613.0
3,4614.0
3,4550.0
3,4615.0
3,4616.0
3,4617.0
3,4618.0
3,4520.0
3,4619.0
3,4620.0
3,4621.0
3,4622.0
3,4623.0
3,4624.0
3,4625.0
3,4626.0
3,4627.0
3,4628.0
4,4629.0
4,4630.0
4,4631.0
4,4632.0
4,4633.0
4,4634.0
4,4635.0
4,2598.0
4,4636.0
4,4637.0
4,4638.0
4,4639.0
4,4640.0
4,4641.0
4,4642.0
4,4643.0
4,4550.0
4,4644.0
4,4645.0
4,4646.0
4,4647.0
4,4648.0
4,4649.0
4,4650.0
4,4651.0
4,4652.0
4,4653.0
4,4654.0
4,4655.0
4,4656.0
4,4657.0
4,4658.0
4,4659.0
4,4660.0
4,4661.0
5,4662.0
5,712.0
5,4663.0
5,4664.0
5,4665.0
5,4666.0
5,4667.0
5,4668.0
5,4669.0
5,1686.0
5,4670.0
5,4671.0
5,4672.0
5,4673.0
5,4674.0
5,4675.0
5,2158.0
5,2179.0
5,4676.0
5,4677.0
5,2356.0
5,4678.0
5,4679.0
5,4680.0
5,4681.0
5,4682.0
5,4683.0
5,4684.0
5,4685.0
5,4686.0
5,4687.0
5,4688.0
5,4689.0
5,4690.0
5,4691.0
5,4692.0
5,4693.0
5,4694.0
5,4340.0
5,4695.0
5,4696.0
5,4697.0
5,4698.0
5,4699.0
5,4620.0
5,4700.0
5,4701.0
5,4702.0
6,4703.0
6,4704.0
6,4705.0
6,877.0
6,4706.0
6,4707.0
6,1632.0
6,4708.0
6,4709.0
6,4710.0
6,4711.0
6,4712.0
6,4713.0
6,4714.0
6,4715.0
6,4716.0
6,4717.0
6,4718.0
6,4719.0
6,4720.0
6,4721.0
7,4722.0
7,4723.0
7,4724.0
7,4725.0
7,4726.0
7,4727.0
7,4728.0
7,4729.0
7,4730.0
7,4731.0
7,4732.0
7,4733.0
7,4734.0
7,4735.0
7,4736.0
7,4737.0
7,4738.0
7,4739.0
7,4740.0
7,4741.0
7,4742.0
7,4743.0
7,4744.0
7,4745.0
7,4746.0
7,4747.0
7,4748.0
7,4749.0
7,4750.0
7,4751.0
7,4752.0
7,4753.0
7,4349.0
7,4754.0
7,4755.0
7,4756.0
7,4757.0
7,4758.0
7,4759.0
7,4760.0
7,4761.0
7,4762.0
7,4763.0
7,4764.0
7,4653.0
7,4765.0
7,4766.0
7,4767.0
7,4768.0
7,4769.0
7,4770.0
7,4771.0
7,4772.0
7,4773.0
7,4620.0
7,4774.0
7,4775.0
7,4776.0
7,4777.0
7,4778.0
7,4779.0
7,4780.0
7,4781.0
7,4782.0
7,4783.0
7,4784.0
7,4785.0
7,4786.0
7,4787.0
7,4788.0
8,817.0
8,827.0
8,4789.0
8,4790.0
8,4791.0
8,4792.0
8,4793.0
8,4794.0
8,4541.0
8,4795.0
