source_paper_id,target_paper_id
316,6092
316,6093
316,6094
316,6095
316,6096
316,6097
316,4755
316,6098
316,6099
316,6100
316,6101
316,6102
316,6103
316,5464
316,4599
317,6104
317,6105
317,6106
317,6107
317,6108
317,6109
317,6110
317,6111
317,6112
317,6113
317,6114
317,6115
317,6116
317,6117
317,6118
317,6119
317,6120
317,6121
317,6122
317,6123
317,6124
317,6125
317,6126
317,6127
317,6128
317,6129
317,6130
317,6131
317,6132
317,6133
317,6134
317,6135
317,6136
318,6137
318,6138
318,6139
318,6140
318,6141
318,6142
318,6143
318,6144
318,6145
318,6146
318,6147
318,6148
318,4753
318,6149
318,6150
318,6151
318,6152
318,6153
318,6154
318,6155
318,6156
318,6157
318,6158
318,6159
318,6160
318,5886
318,6161
318,4543
318,5553
318,6162
318,4729
319,6163
319,6164
319,6165
319,6166
319,6167
319,6168
319,6169
319,6170
319,6171
319,6172
319,5122
319,6173
319,5627
319,6174
319,6175
319,4189
319,4720
319,6176
319,5087
319,6177
319,4368
319,6178
319,6179
319,4761
319,5629
319,6180
319,6181
319,6182
319,4599
319,6183
319,4701
319,6184
319,6185
319,6186
319,6187
319,6188
319,6189
319,4703
319,6190
319,6191
319,6192
319,6193
319,6194
319,6195
319,6196
319,6197
319,4729
319,5357
319,6198
319,6199
319,6200
319,6201
319,6202
320,6203
320,6204
320,6205
320,6206
320,6207
320,6208
320,2093
320,6209
320,2709
320,6210
320,6211
320,6212
320,6213
320,6214
320,6215
320,6216
320,6217
320,6218
320,6219
320,6220
320,6221
320,6222
320,6223
320,6071
320,6224
320,6225
320,6226
320,6227
320,4698
320,6077
320,6228
320,4599
320,4910
320,6229
320,6230
320,6231
320,5357
320,5064
320,4603
321,6232
321,5476
321,6233
321,1360
321,5478
321,5479
321,2761
321,2766
321,2837
321,4750
321,3758
321,5172
321,3859
321,5481
321,3947
321,5483
321,4755
321,5484
321,4349
321,4439
321,4676
321,4761
321,4698
321,4681
321,4599
321,6234
321,4543
321,4910
321,5006
321,6235
321,4805
322,6236
322,6237
322,6238
322,6239
322,6240
322,6241
322,6242
322,6243
322,6244
322,6245
322,6246
322,6247
322,6248
322,6249
322,6250
322,5987
322,5353
322,5267
322,4681
322,5269
322,5304
322,4599
323,6251
323,6252
323,6253
323,6254
323,6255
323,6256
323,6257
323,6258
323,6259
323,6260
323,6261
323,6262
323,6263
323,6264
323,6265
323,6266
323,6267
323,2483
323,6268
323,6269
323,6270
323,6271
323,6272
323,6273
323,4753
323,6274
323,6275
323,6276
323,6277
323,6278
323,6279
323,6280
323,5827
324,6281
324,4705
324,6282
324,5286
324,6283
324,4818
324,6284
324,6285
324,5293
324,6286
324,5371
324,6287
324,5294
324,6288
324,5295
324,6289
324,4720
324,6290
324,5296
324,4368
324,6291
324,5297
324,5298
324,6292
324,6293
324,6294
324,5300
324,6295
324,6247
324,4761
324,6296
324,6297
324,4599
324,6298
324,6299
324,5307
325,2802
325,6300
325,3112
325,6301
325,6302
325,6303
325,6304
325,6305
325,6306
325,6307
325,6308
325,6309
325,6310
325,6311
325,1537
325,6312
325,6313
325,6314
325,6315
325,6316
325,4439
325,6317
325,4446
325,6318
325,6319
325,4475
325,6320
325,4508
325,6321
325,6322
325,6323
325,4679
325,4698
325,6324
325,6325
325,4681
325,6326
325,6327
325,6328
325,4599
325,6329
325,4543
325,6330
325,5553
325,6331
325,5486
325,6332
325,6333
325,6334
325,6335
325,6336
325,6337
326,6338
326,6339
326,6340
326,6341
326,6342
326,6343
326,6344
326,6345
326,6346
326,6347
326,6348
326,2262
326,6349
326,6350
326,6351
326,5341
326,6352
326,6353
326,5116
326,6354
326,6355
326,6356
326,2798
326,6357
326,6358
326,5119
326,6359
326,6360
326,6361
326,6362
326,3193
326,6363
326,6364
326,6365
326,6366
326,6367
326,6368
326,5581
326,6369
326,6370
326,6371
326,6372
326,6373
326,3846
326,4753
326,6374
326,5586
326,4720
326,4582
326,6375
326,6376
326,4439
326,5034
326,6377
326,6378
326,6379
326,4678
326,4761
326,6380
326,6381
326,6382
326,4787
326,6383
326,6384
326,4768
327,6385
327,6386
327,6387
327,6388
327,6389
327,6390
327,6391
327,6392
327,6393
327,6394
327,6395
327,6396
327,6397
327,6398
327,6399
327,6400
327,6401
327,6402
327,6403
327,6404
327,6405
328,6406
328,556
328,6407
328,6408
328,6409
328,6410
328,6411
328,1254
328,6412
328,6413
328,6414
328,6415
328,6416
328,6417
328,6418
328,6419
328,6420
328,6421
328,6422
328,6423
328,6424
328,6425
328,2446
328,2631
328,6426
328,6427
328,6428
328,6429
328,6430
328,6431
328,6432
328,6433
328,6434
328,6435
328,3588
328,3626
328,3683
328,6436
328,5294
328,6437
328,6438
328,6439
328,6243
328,4234
328,6440
328,6441
328,6442
328,6443
328,4289
328,6444
328,6445
328,4359
328,4368
328,6446
328,6447
328,4377
328,6448
328,6449
328,6450
328,6451
328,6452
328,6453
328,6454
328,6455
328,4761
328,6456
328,4599
328,6457
328,6458
328,4701
328,6459
328,6460
328,5249
328,6461
328,6462
328,5785
328,6463
328,6464
328,6465
328,4768
328,5357
328,6466
329,6467
329,1429
329,6468
329,6469
329,6470
329,6471
329,6472
329,2316
329,5341
329,6473
329,6474
329,6475
329,6476
329,6172
329,2923
329,2949
329,6477
329,6478
329,6479
329,6480
329,6481
329,4720
329,4599
329,4768
330,6482
330,6483
330,6484
330,6485
330,6486
330,6487
330,4857
330,6488
330,6489
330,6490
330,6491
330,6492
330,6493
330,6494
330,6495
330,5172
330,4753
330,5483
330,4755
330,6496
330,6497
330,6498
330,4599
330,6499
330,6500
331,4706
331,6501
331,6502
331,6503
331,6504
331,6505
331,6506
331,6507
331,6508
331,5620
331,6509
331,6510
331,6511
331,6512
331,6513
331,6514
331,6515
331,4920
331,5341
331,6516
331,6517
331,6518
331,6519
331,6520
331,6521
331,6522
331,6523
331,6524
331,6525
331,5976
331,6526
331,3223
331,6527
331,5344
331,6528
331,6529
331,6530
331,6531
331,6532
331,4924
331,6533
331,6534
331,6535
331,6291
331,6536
331,6537
331,4821
331,6296
331,6538
331,6539
332,6540
332,6541
332,6542
332,6543
332,6544
332,6545
332,6546
332,6547
332,6548
332,6549
332,6550
332,6551
332,6552
332,6553
332,6554
332,6555
332,6556
332,6557
332,6558
332,6559
332,6560
332,6561
332,6562
332,6563
332,6564
332,4286
332,4358
332,3813
332,6565
332,4677
332,6566
332,4761
332,6567
332,6568
332,6569
332,5064
333,6570
333,6571
333,6572
333,6573
333,6574
333,6575
333,6576
333,6577
333,6578
333,6579
333,6580
333,6581
333,4582
333,6582
333,6583
333,6584
333,6585
333,6377
333,6586
333,6587
333,6588
333,6589
333,6590
333,6591
333,6592
333,4677
333,6593
333,4678
333,6594
333,6595
333,6596
333,4596
333,6597
333,4930
333,6598
333,6599
333,6600
333,4951
333,6601
333,6602
333,6603
334,6604
334,6605
334,6606
334,6607
334,6608
334,6609
334,6610
334,6611
334,6612
334,6613
334,6614
334,6615
334,6616
334,6617
334,6591
334,6618
334,6619
334,6620
334,4951
335,6621
335,6622
335,6623
335,6624
335,6625
335,6626
335,4716
335,4720
335,4985
335,4359
335,4599
335,6627
335,6628
336,6629
336,5993
336,6630
336,6631
336,6632
336,6633
336,6634
336,6635
336,4943
336,6636
336,6637
336,6016
336,6018
336,6638
336,6639
336,1399
336,4704
336,1440
336,6640
336,4705
336,1619
336,6641
336,6642
336,6643
336,2070
336,6644
336,6645
336,6646
336,4920
336,6647
336,2636
336,6648
336,6649
336,2884
336,6650
336,6651
336,6652
336,6653
336,5124
336,3864
336,5345
336,6654
336,6655
336,6656
336,6657
336,5595
336,4458
336,5300
336,4677
336,6658
336,6659
336,4599
336,5827
336,6660
337,6661
337,6662
337,6663
337,5947
337,6664
337,6665
337,6666
337,6667
337,6668
337,6669
337,6670
337,6671
337,6672
337,5601
338,6673
