paper_id,year,referenceCount,citationCount,source_paper_id_x,total_refs,internal_refs,external_refs,external_ref_ratio,source_paper_id_y,observed_out_refs,source_year,backward_pool_size,ref_rate_per_available_paper,target_paper_id,observed_in_cites,mean_in_cites,median_in_cites,std_in_cites,citation_norm_year_mean,citation_z_year,paper_age,cites_per_year_alive,mean_by_age,median_by_age,std_by_age,citation_norm_age_mean,citation_z_age,period,internal_ref_ratio,internal_coverage_of_citations,internal_coverage_of_references
1,2026,36.0,0.0,1.0,32.0,32.0,0.0,0.0,1.0,32.0,2026,72363,0.00044221494410126723,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8888888888888888
2,2026,40.0,0.0,2.0,39.0,39.0,0.0,0.0,2.0,39.0,2026,72363,0.0005389494631234194,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.975
3,2026,47.0,0.0,3.0,36.0,36.0,0.0,0.0,3.0,36.0,2026,72363,0.0004974918121139257,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7659574468085106
4,2026,36.0,0.0,4.0,35.0,35.0,0.0,0.0,4.0,35.0,2026,72363,0.000483672595110761,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9722222222222222
5,2026,55.0,0.0,5.0,48.0,48.0,0.0,0.0,5.0,48.0,2026,72363,0.0006633224161519009,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8727272727272727
6,2026,28.0,0.0,6.0,21.0,21.0,0.0,0.0,6.0,21.0,2026,72363,0.0002902035570664566,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.75
7,2026,79.0,0.0,7.0,70.0,70.0,0.0,0.0,7.0,70.0,2026,72363,0.000967345190221522,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8860759493670886
8,2026,88.0,0.0,8.0,86.0,85.0,1.0,0.011627906976744186,8.0,86.0,2026,72363,0.0011884526622721557,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.9883720930232558,,0.9772727272727273
9,2026,63.0,0.0,9.0,58.0,58.0,0.0,0.0,9.0,58.0,2026,72363,0.0008015145861835468,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9206349206349206
10,2026,84.0,0.0,10.0,80.0,80.0,0.0,0.0,10.0,80.0,2026,72363,0.001105537360253168,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9523809523809523
11,2026,78.0,0.0,11.0,72.0,71.0,1.0,0.013888888888888888,11.0,72.0,2026,72363,0.0009949836242278513,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.9861111111111112,,0.9230769230769231
12,2026,50.0,0.0,12.0,46.0,46.0,0.0,0.0,12.0,46.0,2026,72363,0.0006356839821455716,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.92
13,2026,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2026,72363,0.0,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,,,
14,2026,42.0,0.0,14.0,40.0,40.0,0.0,0.0,14.0,40.0,2026,72363,0.000552768680126584,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9523809523809523
15,2026,36.0,0.0,15.0,34.0,34.0,0.0,0.0,15.0,34.0,2026,72363,0.00046985337810759645,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9444444444444444
16,2026,27.0,0.0,16.0,9.0,9.0,0.0,0.0,16.0,9.0,2026,72363,0.00012437295302848142,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.3333333333333333
17,2026,61.0,0.0,17.0,59.0,59.0,0.0,0.0,17.0,59.0,2026,72363,0.0008153338031867115,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9672131147540983
18,2024,73.0,12.0,18.0,71.0,71.0,0.0,0.0,18.0,71.0,2024,61849,0.001147957121376255,,0.0,1.3316223152775901,1.0,2.0336558647341794,0.0,-0.6547923561549326,3,0.0,1.3316223152775901,1.0,2.0336558647341794,0.0,-0.6547923561549326,post_2023,1.0,0.0,0.9726027397260274
19,2026,65.0,0.0,19.0,62.0,62.0,0.0,0.0,19.0,62.0,2026,72363,0.0008567914541962053,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9538461538461539
20,2026,70.0,0.0,20.0,68.0,68.0,0.0,0.0,20.0,68.0,2026,72363,0.0009397067562151929,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9714285714285714
21,2026,52.0,0.0,21.0,51.0,51.0,0.0,0.0,21.0,51.0,2026,72363,0.0007047800671613946,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9807692307692307
22,2026,38.0,0.0,22.0,37.0,37.0,0.0,0.0,22.0,37.0,2026,72363,0.0005113110291170902,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9736842105263158
23,2026,5.0,0.0,23.0,3.0,3.0,0.0,0.0,23.0,3.0,2026,72363,4.14576510094938e-05,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.6
24,2026,89.0,0.0,24.0,79.0,78.0,1.0,0.012658227848101266,24.0,79.0,2026,72363,0.0010917181432500034,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.9873417721518988,,0.8876404494382022
25,2026,35.0,0.0,25.0,33.0,32.0,1.0,0.030303030303030304,25.0,33.0,2026,72363,0.00045603416110443184,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.9696969696969697,,0.9428571428571428
26,2026,81.0,0.0,26.0,78.0,78.0,0.0,0.0,26.0,78.0,2026,72363,0.0010778989262468389,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9629629629629629
27,2026,53.0,0.0,27.0,53.0,53.0,0.0,0.0,27.0,53.0,2026,72363,0.0007324185011677238,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,1.0
28,2026,57.0,0.0,28.0,54.0,53.0,1.0,0.018518518518518517,28.0,54.0,2026,72363,0.0007462377181708884,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.9814814814814815,,0.9473684210526315
29,2026,21.0,0.0,29.0,14.0,14.0,0.0,0.0,29.0,14.0,2026,72363,0.0001934690380443044,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.6666666666666666
30,2025,13.0,0.0,30.0,13.0,13.0,0.0,0.0,30.0,13.0,2025,69252,0.00018772021024663548,,0.0,0.8990678238508518,1.0,1.3152955356885803,0.0,-0.6835481452312343,2,0.0,0.8990678238508518,1.0,1.3152955356885803,0.0,-0.6835481452312343,post_2023,1.0,,1.0
31,2026,57.0,0.0,31.0,48.0,48.0,0.0,0.0,31.0,48.0,2026,72363,0.0006633224161519009,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8421052631578947
32,2026,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2026,72363,0.0,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,,,
33,2026,21.0,0.0,33.0,15.0,15.0,0.0,0.0,33.0,15.0,2026,72363,0.000207288255047469,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7142857142857143
34,2026,38.0,0.0,34.0,29.0,29.0,0.0,0.0,34.0,29.0,2026,72363,0.0004007572930917734,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7631578947368421
35,2026,37.0,0.0,35.0,27.0,27.0,0.0,0.0,35.0,27.0,2026,72363,0.0003731188590854442,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7297297297297297
36,2026,9.0,0.0,36.0,9.0,9.0,0.0,0.0,36.0,9.0,2026,72363,0.00012437295302848142,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,1.0
37,2026,31.0,0.0,37.0,24.0,24.0,0.0,0.0,37.0,24.0,2026,72363,0.0003316612080759504,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7741935483870968
38,2026,44.0,1.0,38.0,41.0,41.0,0.0,0.0,38.0,41.0,2026,72363,0.0005665878971297487,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,0.0,0.9318181818181818
39,2026,32.0,0.0,39.0,20.0,20.0,0.0,0.0,39.0,20.0,2026,72363,0.000276384340063292,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.625
40,2026,12.0,0.0,40.0,10.0,10.0,0.0,0.0,40.0,10.0,2026,72363,0.000138192170031646,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8333333333333334
41,2026,34.0,0.0,41.0,30.0,30.0,0.0,0.0,41.0,30.0,2026,72363,0.000414576510094938,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8823529411764706
42,2026,22.0,0.0,42.0,19.0,19.0,0.0,0.0,42.0,19.0,2026,72363,0.0002625651230601274,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8636363636363636
43,2026,76.0,0.0,43.0,75.0,75.0,0.0,0.0,43.0,75.0,2026,72363,0.001036441275237345,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9868421052631579
44,2026,120.0,0.0,44.0,92.0,92.0,0.0,0.0,44.0,92.0,2026,72363,0.0012713679642911433,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7666666666666667
45,2026,46.0,1.0,45.0,44.0,44.0,0.0,0.0,45.0,44.0,2026,72363,0.0006080455481392424,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,0.0,0.9565217391304348
46,2026,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2026,72363,0.0,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,,,
47,2026,14.0,0.0,47.0,14.0,14.0,0.0,0.0,47.0,14.0,2026,72363,0.0001934690380443044,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,1.0
48,2026,41.0,0.0,48.0,32.0,32.0,0.0,0.0,48.0,32.0,2026,72363,0.00044221494410126723,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7804878048780488
49,2026,38.0,1.0,49.0,36.0,36.0,0.0,0.0,49.0,36.0,2026,72363,0.0004974918121139257,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,0.0,0.9473684210526315
50,2026,53.0,0.0,50.0,42.0,42.0,0.0,0.0,50.0,42.0,2026,72363,0.0005804071141329132,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7924528301886793
51,2026,43.0,0.0,51.0,30.0,30.0,0.0,0.0,51.0,30.0,2026,72363,0.000414576510094938,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.6976744186046512
52,2026,50.0,0.0,52.0,46.0,46.0,0.0,0.0,52.0,46.0,2026,72363,0.0006356839821455716,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.92
53,2026,29.0,0.0,53.0,27.0,27.0,0.0,0.0,53.0,27.0,2026,72363,0.0003731188590854442,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9310344827586207
54,2026,36.0,0.0,54.0,33.0,33.0,0.0,0.0,54.0,33.0,2026,72363,0.00045603416110443184,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9166666666666666
55,2026,34.0,0.0,55.0,29.0,29.0,0.0,0.0,55.0,29.0,2026,72363,0.0004007572930917734,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8529411764705882
56,2026,60.0,0.0,56.0,59.0,59.0,0.0,0.0,56.0,59.0,2026,72363,0.0008153338031867115,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9833333333333333
57,2026,34.0,0.0,57.0,31.0,30.0,1.0,0.03225806451612903,57.0,31.0,2026,72363,0.0004283957270981026,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.967741935483871,,0.9117647058823529
58,2026,51.0,0.0,58.0,47.0,47.0,0.0,0.0,58.0,47.0,2026,72363,0.0006495031991487362,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9215686274509803
59,2026,30.0,0.0,59.0,25.0,25.0,0.0,0.0,59.0,25.0,2026,72363,0.00034548042507911503,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8333333333333334
60,2026,21.0,0.0,60.0,21.0,21.0,0.0,0.0,60.0,21.0,2026,72363,0.0002902035570664566,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,1.0
61,2026,21.0,2.0,61.0,20.0,20.0,0.0,0.0,61.0,20.0,2026,72363,0.000276384340063292,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,0.0,0.9523809523809523
62,2026,47.0,0.0,62.0,29.0,29.0,0.0,0.0,62.0,29.0,2026,72363,0.0004007572930917734,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.6170212765957447
63,2026,60.0,0.0,63.0,54.0,54.0,0.0,0.0,63.0,54.0,2026,72363,0.0007462377181708884,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9
64,2026,25.0,0.0,64.0,24.0,24.0,0.0,0.0,64.0,24.0,2026,72363,0.0003316612080759504,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.96
65,2026,37.0,0.0,65.0,23.0,23.0,0.0,0.0,65.0,23.0,2026,72363,0.0003178419910727858,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.6216216216216216
66,2026,32.0,0.0,66.0,29.0,29.0,0.0,0.0,66.0,29.0,2026,72363,0.0004007572930917734,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.90625
67,2026,101.0,0.0,67.0,95.0,95.0,0.0,0.0,67.0,95.0,2026,72363,0.0013128256153006372,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9405940594059405
68,2026,54.0,0.0,68.0,44.0,44.0,0.0,0.0,68.0,44.0,2026,72363,0.0006080455481392424,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8148148148148148
69,2026,65.0,1.0,69.0,61.0,61.0,0.0,0.0,69.0,61.0,2026,72363,0.0008429722371930406,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,0.0,0.9384615384615385
70,2026,46.0,0.0,70.0,38.0,38.0,0.0,0.0,70.0,38.0,2026,72363,0.0005251302461202548,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8260869565217391
71,2026,60.0,0.0,71.0,47.0,47.0,0.0,0.0,71.0,47.0,2026,72363,0.0006495031991487362,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.7833333333333333
72,2026,20.0,0.0,72.0,18.0,18.0,0.0,0.0,72.0,18.0,2026,72363,0.00024874590605696283,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9
73,2026,12.0,0.0,73.0,12.0,12.0,0.0,0.0,73.0,12.0,2026,72363,0.0001658306040379752,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,1.0
74,2026,52.0,0.0,74.0,46.0,46.0,0.0,0.0,74.0,46.0,2026,72363,0.0006356839821455716,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8846153846153846
75,2026,22.0,0.0,75.0,19.0,19.0,0.0,0.0,75.0,19.0,2026,72363,0.0002625651230601274,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8636363636363636
76,2026,44.0,0.0,76.0,43.0,43.0,0.0,0.0,76.0,43.0,2026,72363,0.0005942263311360779,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9772727272727273
77,2026,18.0,0.0,77.0,12.0,12.0,0.0,0.0,77.0,12.0,2026,72363,0.0001658306040379752,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.6666666666666666
78,2026,47.0,0.0,78.0,46.0,45.0,1.0,0.021739130434782608,78.0,46.0,2026,72363,0.0006356839821455716,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.9782608695652174,,0.9787234042553191
79,2026,41.0,0.0,79.0,34.0,34.0,0.0,0.0,79.0,34.0,2026,72363,0.00046985337810759645,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8292682926829268
80,2026,84.0,0.0,80.0,79.0,79.0,0.0,0.0,80.0,79.0,2026,72363,0.0010917181432500034,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9404761904761905
81,2025,46.0,3.0,81.0,45.0,45.0,0.0,0.0,81.0,45.0,2025,69252,0.0006498007277768151,,0.0,0.8990678238508518,1.0,1.3152955356885803,0.0,-0.6835481452312343,2,0.0,0.8990678238508518,1.0,1.3152955356885803,0.0,-0.6835481452312343,post_2023,1.0,0.0,0.9782608695652174
82,2026,37.0,0.0,82.0,35.0,35.0,0.0,0.0,82.0,35.0,2026,72363,0.000483672595110761,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9459459459459459
83,2026,20.0,0.0,83.0,18.0,18.0,0.0,0.0,83.0,18.0,2026,72363,0.00024874590605696283,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.9
84,2026,62.0,0.0,84.0,62.0,61.0,1.0,0.016129032258064516,84.0,62.0,2026,72363,0.0008567914541962053,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.9838709677419355,,1.0
85,2026,60.0,0.0,85.0,59.0,58.0,1.0,0.01694915254237288,85.0,59.0,2026,72363,0.0008153338031867115,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,0.9830508474576272,,0.9833333333333333
86,2026,27.0,0.0,86.0,24.0,24.0,0.0,0.0,86.0,24.0,2026,72363,0.0003316612080759504,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8888888888888888
87,2026,42.0,0.0,87.0,37.0,37.0,0.0,0.0,87.0,37.0,2026,72363,0.0005113110291170902,,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,1,0.0,0.27927927927927926,0.0,0.589058166448876,0.0,-0.4741115482073836,post_2023,1.0,,0.8809523809523809
